nombre,categoria,latitud,longitud,servicios,ciudad
Hotel Imperial Park,hotel,5.340658,-72.4001954,Habitaciones; Recepción / atención al cliente; Guarda equipaje; TV en habitaciones; Baño privado,Perímetro Urbano Yopal
Hotel Orinoquia Real,hotel,5.3444098,-72.4017829,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Perímetro Urbano Yopal
Hotel Las Villas,hotel,5.3454938,-72.4001021,Habitaciones; Recepción / atención al cliente; TV en habitaciones; Baño privado; Servicio de transporte / traslado,Perímetro Urbano Yopal
Hotel Nogal De La 20,hotel,5.3458519,-72.3994951,Habitaciones; Recepción / atención al cliente; Guarda equipaje; TV en habitaciones; Baño privado,Perímetro Urbano Yopal
Eco Hotel Arrebol,hotel,5.3446036,-72.4003493,Habitaciones; Recepción / atención al cliente; Información turística; Servicio de limpieza; Guarda equipaje,Perímetro Urbano Yopal
Hotel Castillo Real De Yopal,hotel,5.3451872,-72.3999491,Habitaciones; Recepción / atención al cliente; Baño privado; Servicio de transporte / traslado; Información turística,Perímetro Urbano Yopal
Hotel Nuevo Castillo,hotel,5.3452353,-72.3999787,Habitaciones; Recepción / atención al cliente; Servicio de limpieza; Guarda equipaje; TV en habitaciones,Perímetro Urbano Yopal
Hotel Casimena,hotel,5.3446375,-72.3996158,Habitaciones; Recepción / atención al cliente; Guarda equipaje; TV en habitaciones; Baño privado,Perímetro Urbano Yopal
Hotel Moramay,hotel,5.345281,-72.4009876,Habitaciones; Recepción / atención al cliente; Baño privado; Servicio de transporte / traslado; Información turística,Perímetro Urbano Yopal
Hotel Colombia,hotel,5.3450758,-72.3998553,Habitaciones; Recepción / atención al cliente; Seguridad; Extintores / sistema contra incendios; Wi-Fi gratuito,Perímetro Urbano Yopal
Hotel Palmares Yopal,hotel,5.3445824,-72.399892,Habitaciones; Recepción / atención al cliente; Extintores / sistema contra incendios; Wi-Fi gratuito; Estacionamiento,Perímetro Urbano Yopal
Hotel Los Rosales,hotel,5.3448363,-72.4012564,Habitaciones; Recepción / atención al cliente; Guarda equipaje; TV en habitaciones; Baño privado,Perímetro Urbano Yopal
Hotel La Floresta,hotel,5.3455204,-72.4005888,Habitaciones; Recepción / atención al cliente; Información turística; Pago con tarjeta; Recepción 24 horas,Perímetro Urbano Yopal
Hotel Los Angeles De Yopal,hotel,5.3453946,-72.4004072,Habitaciones; Recepción / atención al cliente; Baño privado; Servicio de transporte / traslado; Información turística,Perímetro Urbano Yopal
Hotel Costa Del Rio,hotel,5.3467666,-72.4019885,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Estacionamiento; Servicio de limpieza,Perímetro Urbano Yopal
Hotel Los Nutibaras,hotel,5.346978,-72.402183,Habitaciones; Recepción / atención al cliente; Información turística; Pago con tarjeta; Recepción 24 horas,Perímetro Urbano Yopal
Hotel Country,hotel,5.3480945,-72.4022739,Habitaciones; Recepción / atención al cliente; Recepción 24 horas; Seguridad; Extintores / sistema contra incendios,Perímetro Urbano Yopal
Hotel China,hotel,5.3391058,-72.3954687,Habitaciones; Recepción / atención al cliente; Pago con tarjeta; Recepción 24 horas; Seguridad,Perímetro Urbano Yopal
Hostal Ay Si Si,hotel,5.3480957,-72.4001064,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Perímetro Urbano Yopal
Hotel La Casa De Juan,hotel,5.3474472,-72.3985059,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Perímetro Urbano Yopal
Hotel Los Virreyes Yopal,hotel,5.3476437,-72.4004548,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Perímetro Urbano Yopal
Hotel Hostal San Pablo,hotel,5.3483547,-72.4006228,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Perímetro Urbano Yopal
Hotel La Quinta Estación,hotel,5.347828,-72.3995907,Habitaciones; Recepción / atención al cliente; Información turística; Pago con tarjeta; Recepción 24 horas,Perímetro Urbano Yopal
Hotel Hostal El Eden Yopal,hotel,5.3466225,-72.4004627,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Estacionamiento; Servicio de limpieza,Perímetro Urbano Yopal
Hotel Embajador Yopal,hotel,5.3476011,-72.4005399,Habitaciones; Recepción / atención al cliente; Baño privado; Servicio de transporte / traslado; Información turística,Perímetro Urbano Yopal
Hotel Canaguay,hotel,5.3480544,-72.4002029,Habitaciones; Recepción / atención al cliente; Estacionamiento; Servicio de limpieza; Guarda equipaje,Perímetro Urbano Yopal
Hotel Camoruco,hotel,5.3493275,-72.3988956,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Perímetro Urbano Yopal
Hotel Canacabare Plaza,hotel,5.3471831,-72.3971691,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Perímetro Urbano Yopal
Hotel Brisas Del Bonaire,hotel,5.3481748,-72.4000361,Habitaciones; Recepción / atención al cliente; Estacionamiento; Servicio de limpieza; Guarda equipaje,Perímetro Urbano Yopal
Hotel El Flor Amarillo,hotel,5.3485818,-72.3983869,Habitaciones; Recepción / atención al cliente; Servicio de limpieza; Guarda equipaje; TV en habitaciones,Perímetro Urbano Yopal
Hotel Las Acacias Doña Lucila,hotel,5.3485463,-72.3988576,Habitaciones; Recepción / atención al cliente; Seguridad; Extintores / sistema contra incendios; Wi-Fi gratuito,Perímetro Urbano Yopal
Hotel Glorias Patria,hotel,5.3491339,-72.3978308,Habitaciones; Recepción / atención al cliente; Extintores / sistema contra incendios; Wi-Fi gratuito; Estacionamiento,Perímetro Urbano Yopal
Hotel Casanare,hotel,5.3470694,-72.4019744,Habitaciones; Recepción / atención al cliente; Recepción 24 horas; Seguridad; Extintores / sistema contra incendios,Perímetro Urbano Yopal
Finca Turística Altos de San Diego,hotel,4.6154851,-72.9543278,Habitaciones; Recepción / atención al cliente; Información turística; Pago con tarjeta; Recepción 24 horas,Villanueva
Motel 4x4,motel,5.1845023,-72.5484628,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Aguazul
Hotel Campestre Aguazul,hotel,5.0421245,-72.6094541,Habitaciones; Recepción / atención al cliente; Información turística; Servicio de limpieza; Guarda equipaje,Aguazul
Atlantis,motel,5.3344076,-72.3905258,Habitaciones; Recepción / atención al cliente; Información turística; Pago con tarjeta; Recepción 24 horas,Perímetro Urbano Yopal
Casa,casa de huéspedes,5.8801083,-71.8978652,Habitaciones; Recepción / atención al cliente; Extintores / sistema contra incendios; Wi-Fi gratuito; Estacionamiento,Paz de Ariporo
Casa Campesina Municipal,hotel,6.1274726,-72.3347977,Habitaciones; Recepción / atención al cliente; Información turística; Baño privado; Servicio de transporte / traslado,La Salina
Hotel Orquidea,hotel,5.1705459,-72.5497543,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Baño privado; Servicio de transporte / traslado,Aguazul
Hotel Bicentenario,hotel,5.7293561,-71.9988805,Habitaciones; Recepción / atención al cliente; Servicio de limpieza; Guarda equipaje; TV en habitaciones,Pore
Hotel Caminante Del Llano,hotel,5.7291198,-71.999055,Habitaciones; Recepción / atención al cliente; Guarda equipaje; TV en habitaciones; Baño privado,Pore
Hotel Cusiana,hotel,4.8099803,-72.2799542,Habitaciones; Recepción / atención al cliente; Extintores / sistema contra incendios; Wi-Fi gratuito; Estacionamiento,Maní
Hotel Casablanca,hotel,4.8246478,-72.2863142,Habitaciones; Recepción / atención al cliente; Servicio de limpieza; Guarda equipaje; TV en habitaciones,Maní
Hotel los capachos,hotel,4.7904331,-71.3408681,Habitaciones; Recepción / atención al cliente; Seguridad; Extintores / sistema contra incendios; Wi-Fi gratuito,Orocué
Hotel Colonial,hotel,4.8125939,-72.283384,Habitaciones; Recepción / atención al cliente; Baño privado; Servicio de transporte / traslado; Información turística,Mani
Hotel Casablanca Mani,hotel,4.8142999,-72.2839345,Habitaciones; Recepción / atención al cliente; Servicio de limpieza; Guarda equipaje; TV en habitaciones,Maní
Hotel UNO A,hotel,5.4103038,-71.6629113,Habitaciones; Recepción / atención al cliente; TV en habitaciones; Baño privado; Servicio de transporte / traslado,Trinidad
Hotel Luna roja,hotel,5.0836229,-72.6040854,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Estacionamiento; Servicio de limpieza,Aguazul
Hotel Violetas del llano,hotel,5.349094,-72.3989158,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Yopal - Casanare
San Lucas,hotel,5.3182119,-72.414169,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Baño privado; Servicio de transporte / traslado,Perímetro Urbano Yopal
Hato Mata de Palma,hotel,5.2572928,-71.7832851,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Información turística; Servicio de transporte / traslado,San Luis de Palenque
Hotel Menoa,hotel,5.0177707,-72.7527027,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Servicio de limpieza; Guarda equipaje,Tauramena
Hotel Central,hotel,4.6110441,-72.9284666,Habitaciones; Recepción / atención al cliente; Información turística; Pago con tarjeta; Recepción 24 horas,Villanueva
Paso Real,hotel,5.0155569,-72.7517447,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; TV en habitaciones; Baño privado,Tauramena
San Ignacio,hotel,5.0168879,-72.7512996,Habitaciones; Recepción / atención al cliente; Guarda equipaje; TV en habitaciones; Baño privado,Tauramena
Hotel Araguaney,hotel,5.0162873,-72.7512622,Habitaciones; Recepción / atención al cliente; Baño privado; Servicio de transporte / traslado; Información turística,Tauramena
Dayus,hotel,5.0175192,-72.7527195,Habitaciones; Recepción / atención al cliente; Recepción 24 horas; Seguridad; Extintores / sistema contra incendios,Tauramena
Hotel Yaguazos,hotel,5.0163963,-72.7511999,Habitaciones; Recepción / atención al cliente; Pago con tarjeta; Recepción 24 horas; Seguridad,Tauramena
Mi Gran Llano,hotel,5.0169937,-72.7518017,Habitaciones; Recepción / atención al cliente; Extintores / sistema contra incendios; Wi-Fi gratuito; Estacionamiento,Tauramena
Posada Vida Urbana,hostal,5.0167866,-72.7517021,Habitaciones; Recepción / atención al cliente; Información turística; Pago con tarjeta; Recepción 24 horas,Tauramena
La Posada Tauramena,hotel,5.0167001,-72.7509803,Habitaciones; Recepción / atención al cliente; Baño privado; Servicio de transporte / traslado; Información turística,Tauramena
Hotel Llano Verde Real,hotel,5.4226305,-71.7291471,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; TV en habitaciones; Baño privado,San Luis de Palenque
Reserva Natural El Boral,hotel,5.3173112,-71.7886855,Habitaciones; Recepción / atención al cliente; Información turística; Wi-Fi gratuito; Estacionamiento,San Luis de Palenque
Hospedaje Casa Residencial,hotel,5.4203096,-71.7300881,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Recepción 24 horas; Seguridad,San Luis de Palenque
Hotel Las Villas de San Luis,hotel,5.4212806,-71.7307614,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Estacionamiento; Servicio de limpieza,San Luis de Palenque
Finca El Dimante de Nadine,hotel,5.3559914,-71.8212276,Habitaciones; Recepción / atención al cliente; Información turística; Recepción 24 horas; Seguridad,San Luis de Palenque
Hotel Estelar,hotel,5.3500101,-72.400071,Habitaciones; Recepción / atención al cliente; Estacionamiento; Servicio de limpieza; Guarda equipaje,Yopal
Hato El Diamante,hotel,5.4171325,-71.69884,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Información turística; Estacionamiento,San Luis de Palenque
Manantial,hotel,5.3252243,-72.4051419,Habitaciones; Recepción / atención al cliente; Guarda equipaje; TV en habitaciones; Baño privado,Perímetro Urbano Yopal
Hotel Plaza Real,hotel,5.3468855,-72.3976516,Habitaciones; Recepción / atención al cliente; Seguridad; Extintores / sistema contra incendios; Wi-Fi gratuito,Perímetro Urbano Yopal
Hotel Llanorama,hotel,5.3423561,-72.3972817,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Perímetro Urbano Yopal
Amoblados,motel,5.3305305,-72.3789598,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Estacionamiento; Servicio de limpieza,Perímetro Urbano Yopal
Motel Las Palmas,motel,5.3194444,-72.4191067,Habitaciones; Recepción / atención al cliente; Pago con tarjeta; Recepción 24 horas; Seguridad,Perímetro Urbano Yopal
Hotel Campestre Aguamaco,hotel,4.8865271,-72.896967,Habitaciones; Recepción / atención al cliente; Información turística; Wi-Fi gratuito; Estacionamiento,Monterrey
Hotel Xcimena,hotel,5.3494121,-72.4001384,Habitaciones; Recepción / atención al cliente; Recepción 24 horas; Seguridad; Extintores / sistema contra incendios,Perímetro Urbano Yopal
Hotel Santa-Ana,hotel,5.3450983,-72.3969544,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Pago con tarjeta; Recepción 24 horas,Perímetro Urbano Yopal
Hotel Villamizar,hotel,5.0001996,-71.8849671,Habitaciones; Recepción / atención al cliente; Extintores / sistema contra incendios; Wi-Fi gratuito; Estacionamiento,Orocué
Hotel Denver,hotel,5.3431135,-72.3960304,Habitaciones; Recepción / atención al cliente; Estacionamiento; Servicio de limpieza; Guarda equipaje,Perímetro Urbano Yopal
Hotel Primavera,hotel,4.6121429,-72.9271043,Habitaciones; Recepción / atención al cliente; Extintores / sistema contra incendios; Wi-Fi gratuito; Estacionamiento,Villanueva
CEntro Turístico Versalles,hotel,4.614391,-72.9326582,Habitaciones; Recepción / atención al cliente; Información turística; Servicio de limpieza; Guarda equipaje,Villanueva
Hotel Villanueva Real,hotel,4.6135504,-72.9295612,Habitaciones; Recepción / atención al cliente; Recepción 24 horas; Seguridad; Extintores / sistema contra incendios,Villanueva
Hotel Lago Turístico,hotel,4.6119953,-72.9310502,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Recepción 24 horas; Información turística,Villanueva
Hotel Marlus Plaza,hotel,4.6111362,-72.9305431,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Villanueva
Motel Las Palmas,motel,4.6044883,-72.9384324,Habitaciones; Recepción / atención al cliente; Pago con tarjeta; Recepción 24 horas; Seguridad,Villanueva
Hotel,hotel,6.1274018,-72.3343103,Habitaciones; Recepción / atención al cliente; Información turística; Pago con tarjeta; Recepción 24 horas,La Salina
Hotel Casanare,orocue,Hotel,4.7882528,71.3392586; Habitaciones; Recepción / atención al cliente; Guarda equipaje; TV en habitaciones; Baño privado,Orocué
Hotel Palenque Los Cubarros,hotel,5.4223529,-71.7332551,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Servicio de limpieza; Guarda equipaje,San Luis de Palenque
Santa Maria Hotel,hotel,5.4217299,-71.7321127,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Baño privado; Servicio de transporte / traslado,San Luis de Palenque
Hotel Plaza Santiago,hotel,5.422268,-71.7300357,Habitaciones; Recepción / atención al cliente; Pago con tarjeta; Recepción 24 horas; Seguridad,San Luis de Palenque
Hospedaje Casa Residencial,hotel,5.4203079,-71.7301549,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Pago con tarjeta; TV en habitaciones,San Luis de Palenque
Hotel Bonaire,hotel,5.4202043,-71.7297901,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Recepción 24 horas; Seguridad,San Luis de Palenque
Hotel Campestre Villas de Santa Rita,hotel,5.0254277,-72.7506938,Habitaciones; Recepción / atención al cliente; Información turística; Estacionamiento; Servicio de limpieza,Tauramena
Hotel Arcoiris,hotel,6.1274964,-72.3351875,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Estacionamiento; Servicio de limpieza,La Salina
Hotel La Alborada,hotel,5.6373896,-72.1939136,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Estacionamiento; Servicio de limpieza,Nunchía
posada luz de luna,hotel,5.6374843,-72.1959886,Habitaciones; Recepción / atención al cliente; Recepción 24 horas; Seguridad; Extintores / sistema contra incendios,Nunchía
Hotel Nunchía,hotel,5.6381285,-72.1955537,Habitaciones; Recepción / atención al cliente; Estacionamiento; Servicio de limpieza; Guarda equipaje,Nunchía
Anamela,hotel,4.8218878,-72.2879673,Habitaciones; Recepción / atención al cliente; Baño privado; Servicio de transporte / traslado; Información turística,Maní
Hotel Cabañas El Paraiso,hotel,4.8172971,-72.2827336,Habitaciones; Recepción / atención al cliente; TV en habitaciones; Baño privado; Servicio de transporte / traslado,Maní
Hotel Colonial,hotel,4.812656,-72.2833127,Habitaciones; Recepción / atención al cliente; Baño privado; Servicio de transporte / traslado; Información turística,Maní
Hotel Sully Resort,hotel,4.8155767,-72.2801741,Habitaciones; Recepción / atención al cliente; TV en habitaciones; Baño privado; Servicio de transporte / traslado,Maní
Hotel Casablanca Mani,hotel,4.8142787,-72.2839173,Habitaciones; Recepción / atención al cliente; Servicio de limpieza; Guarda equipaje; TV en habitaciones,Maní
Hostal Paso Real,hotel,4.8167491,-72.284002,Habitaciones; Recepción / atención al cliente; Guarda equipaje; TV en habitaciones; Baño privado,Maní
Hotel Cabañas del Terminal,hotel,4.8170365,-72.2849583,Habitaciones; Recepción / atención al cliente; Baño privado; Servicio de transporte / traslado; Información turística,Maní
Hotel Maniru,hotel,4.8105481,-72.2814535,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Estacionamiento; Servicio de limpieza,Maní
Hotel Casablanca,hotel,4.8245619,-72.2864524,Habitaciones; Recepción / atención al cliente; Servicio de limpieza; Guarda equipaje; TV en habitaciones,Maní
Hotel El Consulado Antioqueño,hotel,5.4167712,-71.6647899,Habitaciones; Recepción / atención al cliente; Pago con tarjeta; Recepción 24 horas; Seguridad,Trinidad
Hotel El Viajero Maní,hotel,4.8138553,-72.2845562,Habitaciones; Recepción / atención al cliente; Servicio de transporte / traslado; Información turística; Pago con tarjeta,Maní
Hotel El Carajo,hotel,4.8135191,-72.284778,Habitaciones; Recepción / atención al cliente; Seguridad; Extintores / sistema contra incendios; Wi-Fi gratuito,Maní
Hotel el Tobal,hotel,6.0995337,-72.2484589,Habitaciones; Recepción / atención al cliente; Seguridad; Extintores / sistema contra incendios; Wi-Fi gratuito,Sácama
Hotel el Cimarron,hotel,6.0988809,-72.2494565,Habitaciones; Recepción / atención al cliente; TV en habitaciones; Baño privado; Servicio de transporte / traslado,Sácama
Hotel Caricari,hotel,5.1693379,-72.5495878,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Servicio de transporte / traslado; Información turística,Aguazul
Hotel Señorial,hotel,5.1695518,-72.5497917,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Seguridad; Extintores / sistema contra incendios,Aguazul
Hotel Pacandé,hotel,4.6080829,-72.9262439,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Seguridad; Extintores / sistema contra incendios,Villanueva
Hotel Real,hotel,4.6134353,-72.9299092,Habitaciones; Recepción / atención al cliente; Pago con tarjeta; Recepción 24 horas; Seguridad,Villanueva
Glamping y cabañas El Maná,hotel,4.6575167,-72.9389364,Habitaciones; Recepción / atención al cliente; Información turística; TV en habitaciones; Baño privado,Villanueva
Motel Altos de San Pedro,motel,4.6542948,-72.940263,Habitaciones; Recepción / atención al cliente; Wi-Fi gratuito; Servicio de limpieza; Guarda equipaje,Villanueva
Hotel Campestre El Mirador,hotel,4.6039333,-72.9096602,Habitaciones; Recepción / atención al cliente; Información turística; Servicio de limpieza; Guarda equipaje,Villanueva
hotel la alborada,hotel,5.158714,-72.5731635,Habitaciones; Recepción / atención al cliente; Estacionamiento; Servicio de limpieza; Guarda equipaje,Aguazul
Hato Montana,hotel,5.2095843,-71.7632665,Habitaciones; Recepción / atención al cliente; Información turística; Guarda equipaje; TV en habitaciones,San Luís de Palenque
Hospedaje Casa Residencial,hotel,5.4203834,-71.7302033,Habitaciones; Recepción / atención al cliente; Guarda equipaje; TV en habitaciones; Baño privado,San Luis de Palenque
Reserva Natural El Boral,hotel,5.3173112,-71.7884011,Habitaciones; Recepción / atención al cliente; Información turística; Wi-Fi gratuito; Estacionamiento,San Luis de Palenque
Reserva Natural El Boral,hotel,5.3166991,-71.7882815,Habitaciones; Recepción / atención al cliente; Información turística; Wi-Fi gratuito; Estacionamiento,San Luis de Palenque
